id,Airport ID,Name,City,Country,IATA/FAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,alpha-2_x,alpha-3,name,alpha-2_y,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code,deg
0,1,Goroka,Goroka,Papua New Guinea,GKA,AYGA,-6.081689,145.391881,5282,10.0,U,PG,PNG,Papua New Guinea,PG,598.0,ISO 3166-2:PG,Oceania,Melanesia,,9.0,54.0,,1
1,2,Madang,Madang,Papua New Guinea,MAG,AYMD,-5.207083,145.7887,20,10.0,U,PG,PNG,Papua New Guinea,PG,598.0,ISO 3166-2:PG,Oceania,Melanesia,,9.0,54.0,,5
2,3,Mount Hagen,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789,144.295861,5388,10.0,U,PG,PNG,Papua New Guinea,PG,598.0,ISO 3166-2:PG,Oceania,Melanesia,,9.0,54.0,,6
3,4,Nadzab,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569828,146.72624199999998,239,10.0,U,PG,PNG,Papua New Guinea,PG,598.0,ISO 3166-2:PG,Oceania,Melanesia,,9.0,54.0,,5
4,5,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea,POM,AYPY,-9.443383,147.22005,146,10.0,U,PG,PNG,Papua New Guinea,PG,598.0,ISO 3166-2:PG,Oceania,Melanesia,,9.0,54.0,,33
5,6,Wewak Intl,Wewak,Papua New Guinea,WWK,AYWK,-3.583828,143.669186,19,10.0,U,PG,PNG,Papua New Guinea,PG,598.0,ISO 3166-2:PG,Oceania,Melanesia,,9.0,54.0,,4
6,7,Narsarsuaq,Narssarssuaq,Greenland,UAK,BGBW,61.160517000000006,-45.425978,112,-3.0,E,GL,GRL,Greenland,GL,304.0,ISO 3166-2:GL,Americas,Northern America,,19.0,21.0,,6
7,8,Nuuk,Godthaab,Greenland,GOH,BGGH,64.190922,-51.678064,283,-3.0,E,GL,GRL,Greenland,GL,304.0,ISO 3166-2:GL,Americas,Northern America,,19.0,21.0,,9
8,9,Sondre Stromfjord,Sondrestrom,Greenland,SFJ,BGSF,67.01696899999999,-50.689325,165,-3.0,E,GL,GRL,Greenland,GL,304.0,ISO 3166-2:GL,Americas,Northern America,,19.0,21.0,,8
9,11,Akureyri,Akureyri,Iceland,AEY,BIAR,65.659994,-18.072703,6,0.0,N,IS,ISL,Iceland,IS,352.0,ISO 3166-2:IS,Europe,Northern Europe,,150.0,154.0,,1
10,12,Egilsstadir,Egilsstadir,Iceland,EGS,BIEG,65.283333,-14.401389000000002,76,0.0,N,IS,ISL,Iceland,IS,352.0,ISO 3166-2:IS,Europe,Northern Europe,,150.0,154.0,,1
11,15,Isafjordur,Isafjordur,Iceland,IFJ,BIIS,66.05805600000001,-23.135278,8,0.0,N,IS,ISL,Iceland,IS,352.0,ISO 3166-2:IS,Europe,Northern Europe,,150.0,154.0,,1
12,16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985,-22.605556,171,0.0,N,IS,ISL,Iceland,IS,352.0,ISO 3166-2:IS,Europe,Northern Europe,,150.0,154.0,,23
13,18,Reykjavik,Reykjavik,Iceland,RKV,BIRK,64.13,-21.940556,48,0.0,N,IS,ISL,Iceland,IS,352.0,ISO 3166-2:IS,Europe,Northern Europe,,150.0,154.0,,10
14,21,Sault Ste Marie,Sault Sainte Marie,Canada,YAM,CYAM,46.485001000000004,-84.509445,630,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
15,24,St Anthony,St. Anthony,Canada,YAY,CYAY,51.391944,-56.083056000000006,108,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
16,27,Baie Comeau,Baie Comeau,Canada,YBC,CYBC,49.1325,-68.204444,71,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
17,28,Bagotville,Bagotville,Canada,YBG,CYBG,48.330555,-70.996391,522,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
18,29,Baker Lake,Baker Lake,Canada,YBK,CYBK,64.298889,-96.07777800000001,59,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
19,30,Campbell River,Campbell River,Canada,YBL,CYBL,49.950832,-125.27083300000001,346,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
20,32,Cambridge Bay,Cambridge Bay,Canada,YCB,CYCB,69.10805500000001,-105.138333,90,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,5
21,37,Kugluktuk,Coppermine,Canada,YCO,CYCO,67.81666700000001,-115.14388899999999,74,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
22,40,Clyde River,Clyde River,Canada,YCY,CYCY,70.486111,-68.516667,87,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
23,41,Fairmont Hot Springs,Coral Harbour,Canada,YZS,CYCZ,50.330278,-115.873333,2661,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
24,42,Dawson City,Dawson,Canada,YDA,CYDA,64.043056,-139.127778,1215,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
25,45,Deer Lake,Deer Lake,Canada,YDF,CYDF,49.210833,-57.391388,72,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
26,48,Dawson Creek,Dawson Creek,Canada,YDQ,CYDQ,55.742332999999995,-120.18299999999999,2148,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
27,49,Edmonton Intl,Edmonton,Canada,YEG,CYEG,53.309723,-113.579722,2373,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,34
28,50,Arviat,Eskimo Point,Canada,YEK,CYEK,61.094166,-94.070833,32,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
29,54,Inuvik Mike Zubko,Inuvik,Canada,YEV,CYEV,68.304167,-133.482778,224,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,9
30,55,Iqaluit,Iqaluit,Canada,YFB,CYFB,63.75639,-68.555832,110,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,8
31,58,Flin Flon,Flin Flon,Canada,YFO,CYFO,54.67805500000001,-101.681667,997,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
32,60,Fort Simpson,Fort Simpson,Canada,YFS,CYFS,61.760153,-121.236525,555,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
33,62,La Grande Riviere,La Grande Riviere,Canada,YGL,CYGL,53.625278,-77.704167,639,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,5
34,65,Iles De La Madeleine,Iles De La Madeleine,Canada,YGR,CYGR,47.424721000000005,-61.77805600000001,35,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
35,67,Dryden Rgnl,Dryden,Canada,YHD,CYHD,49.831666999999996,-92.744167,1354,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
36,68,Ulukhaktok Holman,Holman Island,Canada,YHI,CYHI,70.762778,-117.80611100000002,117,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
37,69,Gjoa Haven,Gjoa Haven,Canada,YHK,CYHK,68.63555600000001,-95.849722,152,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
38,70,Hamilton,Hamilton,Canada,YHM,CYHM,43.173611,-79.935,780,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
39,71,St Hubert,Montreal,Canada,YHU,CYHU,45.5175,-73.416944,90,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,5
40,72,Hay River,Hay River,Canada,YHY,CYHY,60.839721999999995,-115.78277800000001,543,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
41,73,Halifax Intl,Halifax,Canada,YHZ,CYHZ,44.880833,-63.50861,477,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,22
42,75,Pond Inlet,Pond Inlet,Canada,YIO,CYIO,72.683334,-77.966667,181,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
43,77,Stephenville,Stephenville,Canada,YJT,CYJT,48.544167,-58.549999,80,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
44,78,Kamloops,Kamloops,Canada,YKA,CYKA,50.702222,-120.44444399999999,1133,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
45,79,Waterloo,Waterloo,Canada,YKF,CYKF,43.460833,-80.37861099999999,1054,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
46,80,Schefferville,Schefferville,Canada,YKL,CYKL,54.805278,-66.805278,1709,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
47,85,Lloydminster,Lloydminster,Canada,YLL,CYLL,53.309166000000005,-110.0725,2193,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
48,87,Kelowna,Kelowna,Canada,YLW,CYLW,49.956112,-119.377778,1409,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,11
49,90,Fort Mcmurray,Fort Mcmurray,Canada,YMM,CYMM,56.653332999999996,-111.221944,1211,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
50,91,Moosonee,Moosonee,Canada,YMO,CYMO,51.291111,-80.607778,30,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
51,94,Natashquan,Natashquan,Canada,YNA,CYNA,50.19,-61.789167000000006,39,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
52,97,Old Crow,Old Crow,Canada,YOC,CYOC,67.57055600000001,-139.839167,824,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
53,98,Cold Lake,Cold Lake,Canada,YOD,CYOD,54.404999,-110.279444,1775,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
54,99,High Level,High Level,Canada,YOJ,CYOJ,58.621389,-117.164722,1110,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
55,100,Ottawa Macdonald Cartier Intl,Ottawa,Canada,YOW,CYOW,45.3225,-75.669167,374,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,24
56,105,Pickle Lake,Pickle Lake,Canada,YPL,CYPL,51.446388,-90.214167,1267,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
57,108,Prince Rupert,Prince Pupert,Canada,YPR,CYPR,54.28611,-130.44472199999998,116,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
58,109,Fort Chipewyan,Fort Chipewyan,Canada,YPY,CYPY,58.767223,-111.117222,761,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
59,111,Quebec Jean Lesage Intl,Quebec,Canada,YQB,CYQB,46.791111,-71.393333,244,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,14
60,115,Kenora,Kenora,Canada,YQK,CYQK,49.788334000000006,-94.363056,1332,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
61,117,Greater Moncton Intl,Moncton,Canada,YQM,CYQM,46.112221000000005,-64.678611,232,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
62,119,Comox,Comox,Canada,YQQ,CYQQ,49.710833,-124.88666699999999,84,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,5
63,120,Regina Intl,Regina,Canada,YQR,CYQR,50.431944,-104.66583299999999,1894,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,9
64,121,Thunder Bay,Thunder Bay,Canada,YQT,CYQT,48.371944,-89.32388900000001,653,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,13
65,122,Grande Prairie,Grande Prairie,Canada,YQU,CYQU,55.179722,-118.885,2195,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
66,127,Quesnel,Quesnel,Canada,YQZ,CYQZ,53.026112,-122.510278,1789,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
67,128,Resolute Bay,Resolute,Canada,YRB,CYRB,74.716944,-94.969444,215,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
68,130,Roberval,Roberval,Canada,YRJ,CYRJ,48.52,-72.265556,586,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
69,132,Rankin Inlet,Rankin Inlet,Canada,YRT,CYRT,62.81139,-92.115833,94,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,10
70,133,Sudbury,Sudbury,Canada,YSB,CYSB,46.625,-80.798889,1141,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,6
71,136,Fort Smith,Fort Smith,Canada,YSM,CYSM,60.020278000000005,-111.96194399999999,671,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
72,139,Sachs Harbour,Sachs Harbour,Canada,YSY,CYSY,71.993889,-125.2425,282,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
73,140,Cape Dorset,Cape Dorset,Canada,YTE,CYTE,64.23,-76.526667,164,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
74,141,Thompson,Thompson,Canada,YTH,CYTH,55.801111,-97.864166,729,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
75,143,Timmins,Timmins,Canada,YTS,CYTS,48.569721,-81.376667,967,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
76,144,City Centre,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396167,251,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,9
77,145,Tuktoyaktuk,Tuktoyaktuk,Canada,YUB,CYUB,69.433334,-133.026389,15,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
78,146,Pierre Elliott Trudeau Intl,Montreal,Canada,YUL,CYUL,45.470556,-73.740833,118,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,70
79,147,Repulse Bay,Repulse Bay,Canada,YUT,CYUT,66.521389,-86.224722,80,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
80,148,Hall Beach,Hall Beach,Canada,YUX,CYUX,68.776111,-81.243611,27,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
81,149,Rouyn Noranda,Rouyn,Canada,YUY,CYUY,48.206111,-78.83555600000001,988,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
82,152,Qikiqtarjuaq,Broughton Island,Canada,YVM,CYVM,67.545833,-64.031389,21,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
83,153,Val D Or,Val D'or,Canada,YVO,CYVO,48.053333,-77.78277800000001,1107,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
84,154,Kuujjuaq,Quujjuaq,Canada,YVP,CYVP,58.096111,-68.42694399999999,129,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,9
85,155,Norman Wells,Norman Wells,Canada,YVQ,CYVQ,65.281617,-126.79821899999999,238,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,6
86,156,Vancouver Intl,Vancouver,Canada,YVR,CYVR,49.193889,-123.184444,14,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,59
87,160,Winnipeg Intl,Winnipeg,Canada,YWG,CYWG,49.910036,-97.239886,783,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,23
88,161,Wabush,Wabush,Canada,YWK,CYWK,52.921943999999996,-66.86444399999999,1808,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,6
89,162,Williams Lake,Williams Lake,Canada,YWL,CYWL,52.183056,-122.05416699999999,3085,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
90,164,Canadian Rockies Intl,Cranbrook,Canada,YXC,CYXC,49.612221999999996,-115.781944,3084,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
91,166,Saskatoon J G Diefenbaker Intl,Saskatoon,Canada,YXE,CYXE,52.170834,-106.699722,1653,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,8
92,168,Fort St John,Fort Saint John,Canada,YXJ,CYXJ,56.23805600000001,-120.740278,2280,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
93,169,Sioux Lookout,Sioux Lookout,Canada,YXL,CYXL,50.113889,-91.90527800000001,1258,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,17
94,170,Pangnirtung,Pangnirtung,Canada,YXP,CYXP,66.145,-65.713611,75,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
95,172,Prince George,Prince George,Canada,YXS,CYXS,53.889444,-122.67888899999998,2267,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,7
96,173,Terrace,Terrace,Canada,YXT,CYXT,54.46850799999999,-128.57621899999998,713,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
97,174,London,London,Canada,YXU,CYXU,43.033056,-81.151111,912,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
98,175,Abbotsford,Abbotsford,Canada,YXX,CYXX,49.025278,-122.360556,195,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
99,176,Whitehorse Intl,Whitehorse,Canada,YXY,CYXY,60.709553,-135.06726899999998,2317,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
100,177,North Bay,North Bay,Canada,YYB,CYYB,46.363611,-79.42277800000001,1215,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
101,178,Calgary Intl,Calgary,Canada,YYC,CYYC,51.113888,-114.020278,3557,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,49
102,179,Smithers,Smithers,Canada,YYD,CYYD,54.824721999999994,-127.182778,1712,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
103,180,Fort Nelson,Fort Nelson,Canada,YYE,CYYE,58.836389000000004,-122.596944,1253,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
104,182,Charlottetown,Charlottetown,Canada,YYG,CYYG,46.290001000000004,-63.121111,160,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
105,183,Taloyoak,Spence Bay,Canada,YYH,CYYH,69.546667,-93.576667,92,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,3
106,184,Victoria Intl,Victoria,Canada,YYJ,CYYJ,48.646944,-123.42583300000001,63,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,9
107,187,Churchill,Churchill,Canada,YYQ,CYYQ,58.739167,-94.065,94,-6.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,6
108,188,Goose Bay,Goose Bay,Canada,YYR,CYYR,53.319168000000005,-60.425833,160,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,8
109,189,St Johns Intl,St. John's,Canada,YYT,CYYT,47.61861,-52.75194499999999,461,-4.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,10
110,190,Kapuskasing,Kapuskasing,Canada,YYU,CYYU,49.413889000000005,-82.4675,743,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
111,192,Mont Joli,Mont Joli,Canada,YYY,CYYY,48.608612,-68.208056,172,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,4
112,193,Lester B Pearson Intl,Toronto,Canada,YYZ,CYYZ,43.677223,-79.630556,569,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,119
113,196,Yellowknife,Yellowknife,Canada,YZF,CYZF,62.462778,-114.440278,675,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,15
114,200,Port Hardy,Port Hardy,Canada,YZT,CYZT,50.680556,-127.36666699999999,71,-8.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,2
115,202,Sept Iles,Sept-iles,Canada,YZV,CYZV,50.223333000000004,-66.265556,180,-5.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,9
116,206,Fort Mcpherson,Fort Mcpherson,Canada,ZFM,CZFM,67.4075,-134.860556,116,-7.0,A,CA,CAN,Canada,CA,124.0,ISO 3166-2:CA,Americas,Northern America,,19.0,21.0,,1
117,209,Soummam,Bejaja,Algeria,BJA,DAAE,36.711997,5.069922,20,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,5
118,210,Houari Boumediene,Algier,Algeria,ALG,DAAG,36.691014,3.215408,82,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,60
119,211,Tiska,Djanet,Algeria,DJG,DAAJ,24.292767,9.452444,3176,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,2
120,214,Illizi Takhamalt,Illizi,Algeria,VVZ,DAAP,26.723536,8.622653,1778,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,2
121,216,Tamanrasset,Tamanrasset,Algeria,TMR,DAAT,22.811460999999998,5.451075,4518,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,2
122,220,Annaba,Annaba,Algeria,AAE,DABB,36.822225,7.8091669999999995,16,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,6
123,221,Mohamed Boudiaf Intl,Constantine,Algeria,CZL,DABC,36.276028000000004,6.620386,2265,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,8
124,222,Cheikh Larbi Tebessi,Tebessa,Algeria,TEE,DABS,35.431611,8.120716999999999,2661,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,1
125,227,Tindouf,Tindouf,Algeria,TIN,DAOF,27.700371999999998,-8.167103,1453,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,1
126,230,Zenata,Tlemcen,Algeria,TLM,DAON,35.016667,-1.45,814,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,3
127,231,Es Senia,Oran,Algeria,ORN,DAOO,35.623858,-0.621183,295,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,18
128,234,Touat Cheikh Sidi Mohamed Belkebir,Adrar,Algeria,AZR,DAUA,27.837589,-0.186414,919,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,2
129,235,Biskra,Biskra,Algeria,BSK,DAUB,34.793289,5.738231,289,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,4
130,236,El Golea,El Golea,Algeria,ELG,DAUE,30.571294,2.859586,1306,1.0,N,DZ,DZA,Algeria,DZ,12.0,ISO 3166-2:DZ,Africa,Northern Africa,,2.0,15.0,,2
